 ,Area,IntDen,RawIntDen
899,0.769,428.126,4455.000
900,2.499,1483.977,15442.000
901,1.442,876.817,9124.000
902,1.249,679.619,7072.000
903,0.481,256.203,2666.000
904,2.691,2667.929,27762.000
905,0.673,373.253,3884.000
906,1.057,666.550,6936.000
907,2.979,2923.555,30422.000
908,1.826,1444.287,15029.000
909,0.481,263.891,2746.000
910,3.364,2827.071,29418.000
911,3.460,5373.817,55919.000
912,4.709,5758.602,59923.000
913,0.384,199.311,2074.000
914,2.403,1919.214,19971.000
915,8.072,10250.221,106662.000
916,2.210,2246.819,23380.000
917,5.958,8623.152,89731.000
918,9.130,9101.537,94709.000
919,0.384,238.136,2478.000
920,6.343,7296.683,75928.000
921,3.652,3222.042,33528.000
922,0.384,204.309,2126.000
923,0.577,308.962,3215.000
924,2.883,1787.364,18599.000
925,0.961,507.216,5278.000
926,0.577,303.676,3160.000
927,5.382,7358.571,76572.000
928,4.228,3039.356,31627.000
929,2.691,2141.397,22283.000
930,2.691,2068.073,21520.000
931,2.210,1395.565,14522.000
932,0.192,99.464,1035.000
933,2.499,2120.351,22064.000
934,1.922,1201.346,12501.000
935,1.826,1259.006,13101.000
936,1.249,641.372,6674.000
937,0.961,558.437,5811.000
938,1.922,1296.389,13490.000
939,0.673,380.844,3963.000
940,6.535,4745.227,49378.000
941,2.210,1633.316,16996.000
942,0.288,226.316,2355.000
943,0.769,429.087,4465.000
944,0.096,48.627,506.000
945,1.538,848.083,8825.000
946,3.652,3133.341,32605.000
947,2.691,1651.287,17183.000
948,0.192,99.944,1040.000
949,4.709,4913.114,51125.000
950,2.306,1754.786,18260.000
951,1.730,1089.006,11332.000
952,3.844,3588.471,37341.000
953,2.210,1475.039,15349.000
954,5.286,4617.414,48048.000
955,3.844,4267.706,44409.000
956,0.481,250.052,2602.000
957,0.384,199.408,2075.000
958,4.613,3908.004,40666.000
959,0.096,48.338,503.000
960,7.496,6292.341,65477.000
961,1.153,675.487,7029.000
962,0.673,450.036,4683.000
963,0.865,508.465,5291.000
964,2.883,2312.359,24062.000
965,0.192,100.905,1050.000
966,1.634,939.954,9781.000
967,0.481,271.963,2830.000
968,3.556,2679.461,27882.000
969,2.979,2871.373,29879.000
970,9.898,13235.184,137723.000
971,2.595,1979.853,20602.000
972,0.673,370.946,3860.000
973,3.075,2897.704,30153.000
974,0.865,507.793,5284.000
975,0.384,204.116,2124.000
976,2.114,1740.083,18107.000
977,0.288,146.841,1528.000
978,0.865,494.531,5146.000
979,1.634,998.768,10393.000
980,2.210,1593.338,16580.000
981,0.961,546.329,5685.000
982,1.826,1073.341,11169.000
983,0.577,316.265,3291.000
984,1.345,776.008,8075.000
985,2.883,2438.730,25377.000
986,1.634,962.153,10012.000
987,1.057,644.927,6711.000
988,0.481,248.515,2586.000
989,0.192,97.157,1011.000
990,9.226,11351.239,118119.000
991,0.865,525.955,5473.000
992,0.384,220.838,2298.000
993,0.096,49.780,518.000
994,2.210,1469.369,15290.000
995,2.691,2536.464,26394.000
996,0.577,382.670,3982.000
997,0.192,98.406,1024.000
998,0.481,250.629,2608.000
999,4.325,4168.915,43381.000
1000,5.286,4461.155,46422.000
1001,0.192,101.866,1060.000
1002,3.075,1945.161,20241.000
1003,8.169,8670.433,90223.000
1004,2.018,1223.738,12734.000
1005,2.210,1444.960,15036.000
1006,3.267,2199.249,22885.000
1007,0.481,266.581,2774.000
1008,1.057,596.012,6202.000
1009,8.265,17837.703,185616.000
1010,0.865,501.546,5219.000
1011,0.096,48.146,501.000
1012,0.481,250.917,2611.000
1013,1.826,1006.840,10477.000
1014,1.730,997.903,10384.000
1015,0.769,414.095,4309.000
1016,0.288,146.456,1524.000
1017,2.787,2561.354,26653.000
1018,1.538,851.831,8864.000
1019,3.364,2234.902,23256.000
1020,1.538,912.950,9500.000
1021,0.096,49.876,519.000
1022,1.634,993.194,10335.000
1023,1.826,1052.680,10954.000
1024,4.517,4061.283,42261.000
1025,0.384,201.137,2093.000
1026,1.057,644.639,6708.000
1027,2.787,1922.769,20008.000
1028,5.958,4385.621,45636.000
1029,3.171,3150.159,32780.000
1030,0.096,49.011,510.000
1031,8.553,11068.609,115178.000
1032,2.306,1687.516,17560.000
1033,0.481,247.650,2577.000
1034,0.577,316.553,3294.000
1035,1.057,618.019,6431.000
1036,0.673,381.613,3971.000
1037,1.922,1063.923,11071.000
1038,3.267,2565.679,26698.000
1039,3.364,3583.762,37292.000
1040,0.577,304.637,3170.000
1041,0.961,643.966,6701.000
1042,2.787,2778.924,28917.000
1043,0.096,48.915,509.000
1044,12.301,15064.640,156760.000
1045,0.481,267.350,2782.000
1046,6.054,4539.573,47238.000
1047,1.345,851.062,8856.000
1048,0.961,550.269,5726.000
1049,1.922,1359.911,14151.000
1050,0.384,196.332,2043.000
1051,1.249,672.604,6999.000
1052,2.499,2437.385,25363.000
1053,4.901,6117.728,63660.000
1054,2.018,1401.138,14580.000
1055,4.805,3308.436,34427.000
1056,8.265,7867.709,81870.000
1057,1.057,1444.095,15027.000
1058,0.096,49.011,510.000
1059,2.787,1983.697,20642.000
1060,3.652,3011.967,31342.000
1061,1.538,1001.266,10419.000
1062,0.288,386.995,4027.000
1063,0.577,342.212,3561.000
1064,1.345,1083.816,11278.000
1065,4.709,3452.778,35929.000
1066,1.442,862.786,8978.000
1067,4.901,5418.312,56382.000
1068,0.384,209.018,2175.000
1069,0.192,96.484,1004.000
1070,1.442,912.854,9499.000
1071,1.345,886.042,9220.000
1072,1.538,978.202,10179.000
1073,7.015,12253.811,127511.000
1074,7.880,15776.645,164169.000
1075,0.481,259.566,2701.000
1076,0.481,264.371,2751.000
1077,4.228,8047.224,83738.000
1078,3.364,1865.494,19412.000
1079,0.192,99.944,1040.000
1080,6.150,5838.365,60753.000
1081,1.634,913.527,9506.000
1082,2.114,1836.568,19111.000
1083,2.691,2658.415,27663.000
1084,1.922,1138.497,11847.000
1085,0.096,48.434,504.000
1086,4.325,3946.444,41066.000
1087,0.096,48.338,503.000
1088,6.823,5680.376,59109.000
1089,0.096,81.589,849.000
1090,3.075,2775.561,28882.000
1091,2.499,1614.096,16796.000
1092,1.057,587.844,6117.000
1093,3.460,3376.667,35137.000
1094,1.922,1276.112,13279.000
1095,2.114,1384.897,14411.000
1096,0.577,309.058,3216.000
1097,0.769,408.137,4247.000
1098,1.057,637.047,6629.000
1099,2.114,1260.448,13116.000
1100,6.343,5607.629,58352.000
1101,2.018,1295.813,13484.000
1102,5.286,4669.212,48587.000
1103,7.592,14468.724,150559.000
1104,4.517,4060.899,42257.000
1105,6.054,9867.743,102682.000
1106,0.769,398.046,4142.000
1107,7.688,5098.779,53057.000
1108,2.691,1609.099,16744.000
1109,4.997,3440.189,35798.000
1110,1.922,1165.982,12133.000
1111,0.865,591.015,6150.000
1112,1.153,827.902,8615.000
1113,3.364,2483.129,25839.000
1114,0.384,200.176,2083.000
1115,1.057,582.270,6059.000
1116,10.859,14670.246,152656.000
1117,0.096,48.338,503.000
1118,2.114,1233.444,12835.000
1119,4.709,3794.606,39486.000
1120,0.577,307.040,3195.000
1121,1.826,1219.125,12686.000
1122,1.826,1060.944,11040.000
1123,1.249,703.164,7317.000
1124,2.210,1241.901,12923.000
1125,0.384,201.714,2099.000
1126,5.093,4137.875,43058.000
1127,1.153,970.899,10103.000
1128,0.769,405.542,4220.000
1129,1.730,1127.638,11734.000
1130,4.132,3363.501,35000.000
1131,1.057,636.470,6623.000
1132,0.096,59.774,622.000
